genename	clinvar_clnsig	count	overall_prob
FCGR1A	Conflicting_interpretations_of_pathogenicity|risk_factor	0	0
FCGR1A	drug_response	0	0
FCGR1A	Likely_benign	1	9.92424670220871e-08
FCGR1A	Likely_benign|association	0	0
FCGR1A	Likely_pathogenic	0	0
FCGR1A	Likely_pathogenic,_low_penetrance	0	0
FCGR1A	Likely_risk_allele	0	0
FCGR1A	not_provided	0	0
FCGR1A	other	0	0
FCGR1A	Pathogenic	1	4.32791505956542e-05
FCGR1A	Pathogenic/Likely_pathogenic	0	0
FCGR1A	Pathogenic/Likely_pathogenic/Likely_risk_allele	0	0
FCGR1A	Pathogenic/Likely_risk_allele	0	0
FCGR1A	Pathogenic|drug_response	0	0
FCGR1A	Pathogenic|other	0	0
FCGR1A	Pathogenic|risk_factor	0	0
FCGR1A	protective|risk_factor	0	0
FCGR1A	risk_factor	0	0
FCGR1A	Uncertain_significance	3	7.13292879428451e-07
FCGR2A	Affects	0	0
FCGR2A	association	0	0
FCGR2A	Benign	4	0.576556570238781
FCGR2A	Benign/Likely_benign	0	0
FCGR2A	Benign|drug_response	0	0
FCGR2A	Benign|risk_factor	0	0
FCGR2A	Conflicting_interpretations_of_pathogenicity	0	0
FCGR2A	Conflicting_interpretations_of_pathogenicity|association	0	0
FCGR2A	Conflicting_interpretations_of_pathogenicity|risk_factor	0	0
FCGR2A	drug_response	0	0
FCGR2A	Likely_benign	4	0.00200321543949855
FCGR2A	Likely_benign|association	0	0
FCGR2A	Likely_pathogenic	0	0
FCGR2A	Likely_pathogenic,_low_penetrance	0	0
FCGR2A	Likely_risk_allele	0	0
FCGR2A	not_provided	0	0
FCGR2A	other	0	0
FCGR2A	Pathogenic	0	0
FCGR2A	Pathogenic/Likely_pathogenic	0	0
FCGR2A	Pathogenic/Likely_pathogenic/Likely_risk_allele	0	0
FCGR2A	Pathogenic/Likely_risk_allele	0	0
FCGR2A	Pathogenic|drug_response	0	0
FCGR2A	Pathogenic|other	0	0
FCGR2A	Pathogenic|risk_factor	0	0
FCGR2A	protective|risk_factor	0	0
FCGR2A	risk_factor	0	0
FCGR2A	Uncertain_significance	6	0.00233778067064982
FCGR2B	Affects	0	0
FCGR2B	association	0	0
FCGR2B	Benign	1	0.0110167590841312
FCGR2B	Benign/Likely_benign	0	0
FCGR2B	Benign|drug_response	0	0
FCGR2B	Benign|risk_factor	0	0
FCGR2B	Conflicting_interpretations_of_pathogenicity	0	0
FCGR2B	Conflicting_interpretations_of_pathogenicity|association	0	0
FCGR2B	Conflicting_interpretations_of_pathogenicity|risk_factor	0	0
FCGR2B	drug_response	0	0
FCGR2B	Likely_benign	2	4.29239193752151e-05
FCGR2B	Likely_benign|association	0	0
FCGR2B	Likely_pathogenic	0	0
FCGR2B	Likely_pathogenic,_low_penetrance	0	0
FCGR2B	Likely_risk_allele	0	0
FCGR2B	not_provided	0	0
FCGR2B	other	0	0
FCGR2B	Pathogenic	0	0
FCGR2B	Pathogenic/Likely_pathogenic	0	0
FCGR2B	Pathogenic/Likely_pathogenic/Likely_risk_allele	0	0
FCGR2B	Pathogenic/Likely_risk_allele	0	0
FCGR2B	Pathogenic|drug_response	0	0
FCGR2B	Pathogenic|other	0	0
FCGR2B	Pathogenic|risk_factor	0	0
FCGR2B	protective|risk_factor	1	0.0463587123432814
FCGR2B	risk_factor	0	0
FCGR2B	Uncertain_significance	4	0.000205608174361105
FCGR3A	Affects	0	0
FCGR3A	association	0	0
FCGR3A	Benign	1	0.0413455666067366
FCGR3A	Benign/Likely_benign	0	0
FCGR3A	Benign|drug_response	0	0
FCGR3A	Benign|risk_factor	0	0
FCGR3A	Conflicting_interpretations_of_pathogenicity	0	0
FCGR3A	Conflicting_interpretations_of_pathogenicity|association	0	0
FCGR3A	Conflicting_interpretations_of_pathogenicity|risk_factor	0	0
FCGR3A	drug_response	0	0
FCGR3A	Likely_benign	2	0.176998791526994
FCGR3A	Likely_benign|association	0	0
FCGR3A	Likely_pathogenic	0	0
FCGR3A	Likely_pathogenic,_low_penetrance	0	0
FCGR3A	Likely_risk_allele	0	0
FCGR3A	not_provided	0	0
FCGR3A	other	0	0
FCGR3A	Pathogenic	0	0
FCGR3A	Pathogenic/Likely_pathogenic	0	0
FCGR3A	Pathogenic/Likely_pathogenic/Likely_risk_allele	0	0
FCGR3A	Pathogenic/Likely_risk_allele	0	0
FCGR3A	Pathogenic|drug_response	0	0
FCGR3A	Pathogenic|other	0	0
FCGR3A	Pathogenic|risk_factor	0	0
FCGR3A	protective|risk_factor	0	0
FCGR3A	risk_factor	0	0
FCGR3A	Uncertain_significance	12	0.0421385031586433
FCGR3B	Affects	0	0
FCGR3B	association	0	0
FCGR3B	Benign	1	0.853723344347561
FCGR3B	Benign/Likely_benign	0	0
FCGR3B	Benign|drug_response	0	0
FCGR3B	Benign|risk_factor	0	0
FCGR3B	Conflicting_interpretations_of_pathogenicity	0	0
FCGR3B	Conflicting_interpretations_of_pathogenicity|association	0	0
FCGR3B	Conflicting_interpretations_of_pathogenicity|risk_factor	0	0
FCGR3B	drug_response	0	0
FCGR3B	Likely_benign	1	1.23044059610056e-05
FCGR3B	Likely_benign|association	0	0
FCGR3B	Likely_pathogenic	0	0
FCGR3B	Likely_pathogenic,_low_penetrance	0	0
FCGR3B	Likely_risk_allele	0	0
FCGR3B	not_provided	0	0
FCGR3B	other	0	0
FCGR3B	Pathogenic	0	0
FCGR3B	Pathogenic/Likely_pathogenic	0	0
FCGR3B	Pathogenic/Likely_pathogenic/Likely_risk_allele	0	0
FCGR3B	Pathogenic/Likely_risk_allele	0	0
FCGR3B	Pathogenic|drug_response	0	0
FCGR3B	Pathogenic|other	0	0
FCGR3B	Pathogenic|risk_factor	0	0
FCGR3B	protective|risk_factor	0	0
FCGR3B	risk_factor	0	0
FCGR3B	Uncertain_significance	4	0.00162932966016993
FCGRT	Affects	0	0
FCGRT	association	0	0
FCGRT	Benign	1	3.82413608852605e-05
FCGRT	Benign/Likely_benign	0	0
FCGRT	Benign|drug_response	0	0
FCGRT	Benign|risk_factor	0	0
FCGRT	Conflicting_interpretations_of_pathogenicity	0	0
FCGRT	Conflicting_interpretations_of_pathogenicity|association	0	0
FCGRT	Conflicting_interpretations_of_pathogenicity|risk_factor	0	0
FCGRT	drug_response	0	0
FCGRT	Likely_benign	0	0
FCGRT	Likely_benign|association	0	0
FCGRT	Likely_pathogenic	0	0
FCGRT	Likely_pathogenic,_low_penetrance	0	0
FCGRT	Likely_risk_allele	0	0
FCGRT	not_provided	0	0
FCGRT	other	0	0
FCGRT	Pathogenic	0	0
FCGRT	Pathogenic/Likely_pathogenic	0	0
FCGRT	Pathogenic/Likely_pathogenic/Likely_risk_allele	0	0
FCGRT	Pathogenic/Likely_risk_allele	0	0
FCGRT	Pathogenic|drug_response	0	0
FCGRT	Pathogenic|other	0	0
FCGRT	Pathogenic|risk_factor	0	0
FCGRT	protective|risk_factor	0	0
FCGRT	risk_factor	0	0
FCGRT	Uncertain_significance	4	2.90636240496411e-06
FCHO1	Affects	0	0
FCHO1	association	0	0
FCHO1	Benign	6	0.00026381191629965
FCHO1	Benign/Likely_benign	1	1.63432198109215e-05
FCHO1	Benign|drug_response	0	0
FCHO1	Benign|risk_factor	0	0
FCHO1	Conflicting_interpretations_of_pathogenicity	0	0
FCHO1	Conflicting_interpretations_of_pathogenicity|association	0	0
FCHO1	Conflicting_interpretations_of_pathogenicity|risk_factor	0	0
FCHO1	drug_response	0	0
FCHO1	Likely_benign	7	0.000195302322718915
FCHO1	Likely_benign|association	0	0
FCHO1	Likely_pathogenic	1	5.15951243729162e-07
FCHO1	Likely_pathogenic,_low_penetrance	0	0
FCHO1	Likely_risk_allele	0	0
FCHO1	not_provided	0	0
FCHO1	other	0	0
FCHO1	Pathogenic	1	2.57935162450984e-07
FCHO1	Pathogenic/Likely_pathogenic	0	0
FCHO1	Pathogenic/Likely_pathogenic/Likely_risk_allele	0	0
FCHO1	Pathogenic/Likely_risk_allele	0	0
FCHO1	Pathogenic|drug_response	0	0
FCHO1	Pathogenic|other	0	0
FCHO1	Pathogenic|risk_factor	0	0
FCHO1	protective|risk_factor	0	0
FCHO1	risk_factor	0	0
FCHO1	Uncertain_significance	137	0.000263284399218855
FCN3	Affects	0	0
FCN3	association	0	0
FCN3	Benign	0	0
FCN3	Benign/Likely_benign	0	0
FCN3	Benign|drug_response	0	0
FCN3	Benign|risk_factor	0	0
FCN3	Conflicting_interpretations_of_pathogenicity	0	0
FCN3	Conflicting_interpretations_of_pathogenicity|association	0	0
FCN3	Conflicting_interpretations_of_pathogenicity|risk_factor	0	0
FCN3	drug_response	0	0
FCN3	Likely_benign	1	6.34678185307269e-06
FCN3	Likely_benign|association	0	0
FCN3	Likely_pathogenic	0	0
FCN3	Likely_pathogenic,_low_penetrance	0	0
FCN3	Likely_risk_allele	0	0
FCN3	not_provided	0	0
FCN3	other	0	0
FCN3	Pathogenic	0	0
FCN3	Pathogenic/Likely_pathogenic	0	0
FCN3	Pathogenic/Likely_pathogenic/Likely_risk_allele	0	0
FCN3	Pathogenic/Likely_risk_allele	0	0
FCN3	Pathogenic|drug_response	0	0
FCN3	Pathogenic|other	0	0
FCN3	Pathogenic|risk_factor	0	0
FCN3	protective|risk_factor	0	0
FCN3	risk_factor	0	0
FCN3	Uncertain_significance	13	1.14416169437748e-05
FERMT1	Affects	0	0
FERMT1	association	0	0
FERMT1	Benign	9	0.489738065146749
FERMT1	Benign/Likely_benign	0	0
FERMT1	Benign|drug_response	0	0
FERMT1	Benign|risk_factor	0	0
FERMT1	Conflicting_interpretations_of_pathogenicity	2	0.00569412678829406
FERMT1	Conflicting_interpretations_of_pathogenicity|association	0	0
FERMT1	Conflicting_interpretations_of_pathogenicity|risk_factor	0	0
FERMT1	drug_response	0	0
FERMT1	Likely_benign	3	0.00185438575249941
FERMT1	Likely_benign|association	0	0
FERMT1	Likely_pathogenic	1	8.21389541061368e-06
FERMT1	Likely_pathogenic,_low_penetrance	0	0
FERMT1	Likely_risk_allele	0	0
FERMT1	not_provided	1	8.20855942895715e-06
FERMT1	other	0	0
FERMT1	Pathogenic	5	0.00034505533956064
FERMT1	Pathogenic/Likely_pathogenic	0	0
FERMT1	Pathogenic/Likely_pathogenic/Likely_risk_allele	0	0
FERMT1	Pathogenic/Likely_risk_allele	0	0
FERMT1	Pathogenic|drug_response	0	0
FERMT1	Pathogenic|other	0	0
FERMT1	Pathogenic|risk_factor	0	0
FERMT1	protective|risk_factor	0	0
FERMT1	risk_factor	0	0
FERMT1	Uncertain_significance	83	0.00449970633407504
FERMT3	Affects	0	0
FERMT3	association	0	0
FERMT3	Benign	4	0.124213395905253
FERMT3	Benign/Likely_benign	3	0.00981196409875573
FERMT3	Benign|drug_response	0	0
FERMT3	Benign|risk_factor	0	0
FERMT3	Conflicting_interpretations_of_pathogenicity	8	0.00686524834993163
FERMT3	Conflicting_interpretations_of_pathogenicity|association	0	0
FERMT3	Conflicting_interpretations_of_pathogenicity|risk_factor	0	0
FERMT3	drug_response	0	0
FERMT3	Likely_benign	15	0.00424694471488773
FERMT3	Likely_benign|association	0	0
FERMT3	Likely_pathogenic	1	4.06809739983416e-06
FERMT3	Likely_pathogenic,_low_penetrance	0	0
FERMT3	Likely_risk_allele	0	0
FERMT3	not_provided	0	0
FERMT3	other	0	0
FERMT3	Pathogenic	1	4.06871061930936e-06
FERMT3	Pathogenic/Likely_pathogenic	0	0
FERMT3	Pathogenic/Likely_pathogenic/Likely_risk_allele	0	0
FERMT3	Pathogenic/Likely_risk_allele	0	0
FERMT3	Pathogenic|drug_response	0	0
FERMT3	Pathogenic|other	0	0
FERMT3	Pathogenic|risk_factor	0	0
FERMT3	protective|risk_factor	0	0
FERMT3	risk_factor	0	0
FERMT3	Uncertain_significance	113	0.00320728206136844
FGL2	Affects	0	0
FGL2	association	0	0
FGL2	Benign	0	0
FGL2	Benign/Likely_benign	0	0
FGL2	Benign|drug_response	0	0
FGL2	Benign|risk_factor	0	0
FGL2	Conflicting_interpretations_of_pathogenicity	0	0
FGL2	Conflicting_interpretations_of_pathogenicity|association	0	0
FGL2	Conflicting_interpretations_of_pathogenicity|risk_factor	0	0
FGL2	drug_response	0	0
FGL2	Likely_benign	0	0
FGL2	Likely_benign|association	0	0
FGL2	Likely_pathogenic	0	0
FGL2	Likely_pathogenic,_low_penetrance	0	0
FGL2	Likely_risk_allele	0	0
FGL2	not_provided	0	0
FGL2	other	0	0
FGL2	Pathogenic	0	0
FGL2	Pathogenic/Likely_pathogenic	0	0
FGL2	Pathogenic/Likely_pathogenic/Likely_risk_allele	0	0
FGL2	Pathogenic/Likely_risk_allele	0	0
FGL2	Pathogenic|drug_response	0	0
FGL2	Pathogenic|other	0	0
FGL2	Pathogenic|risk_factor	0	0
FGL2	protective|risk_factor	0	0
FGL2	risk_factor	0	0
FGL2	Uncertain_significance	1	3.88969079168078e-10
FLT3LG	Affects	0	0
FLT3LG	association	0	0
FLT3LG	Benign	0	0
FLT3LG	Benign/Likely_benign	0	0
FLT3LG	Benign|drug_response	0	0
FLT3LG	Benign|risk_factor	0	0
FLT3LG	Conflicting_interpretations_of_pathogenicity	0	0
FLT3LG	Conflicting_interpretations_of_pathogenicity|association	0	0
FLT3LG	Conflicting_interpretations_of_pathogenicity|risk_factor	0	0
FLT3LG	drug_response	0	0
FLT3LG	Likely_benign	1	9.28199195282531e-09
FLT3LG	Likely_benign|association	0	0
FLT3LG	Likely_pathogenic	0	0
FLT3LG	Likely_pathogenic,_low_penetrance	0	0
FLT3LG	Likely_risk_allele	0	0
FLT3LG	not_provided	0	0
FLT3LG	other	0	0
FLT3LG	Pathogenic	0	0
FLT3LG	Pathogenic/Likely_pathogenic	0	0
FLT3LG	Pathogenic/Likely_pathogenic/Likely_risk_allele	0	0
FLT3LG	Pathogenic/Likely_risk_allele	0	0
FLT3LG	Pathogenic|drug_response	0	0
FLT3LG	Pathogenic|other	0	0
FLT3LG	Pathogenic|risk_factor	0	0
FLT3LG	protective|risk_factor	0	0
FLT3LG	risk_factor	0	0
FLT3LG	Uncertain_significance	4	5.48290443047605e-07
FMNL2	Affects	0	0
FMNL2	association	0	0
FMNL2	Benign	1	0.00837001999999998
FMNL2	Benign/Likely_benign	0	0
FMNL2	Benign|drug_response	0	0
FMNL2	Benign|risk_factor	0	0
FMNL2	Conflicting_interpretations_of_pathogenicity	0	0
FMNL2	Conflicting_interpretations_of_pathogenicity|association	0	0
FMNL2	Conflicting_interpretations_of_pathogenicity|risk_factor	0	0
FMNL2	drug_response	0	0
FMNL2	Likely_benign	2	0.00537551601392905
FMNL2	Likely_benign|association	0	0
FMNL2	Likely_pathogenic	1	6.56836020884732e-06
FMNL2	Likely_pathogenic,_low_penetrance	0	0
FMNL2	Likely_risk_allele	0	0
FMNL2	not_provided	0	0
FMNL2	other	0	0
FMNL2	Pathogenic	0	0
FMNL2	Pathogenic/Likely_pathogenic	0	0
FMNL2	Pathogenic/Likely_pathogenic/Likely_risk_allele	0	0
FMNL2	Pathogenic/Likely_risk_allele	0	0
FMNL2	Pathogenic|drug_response	0	0
FMNL2	Pathogenic|other	0	0
FMNL2	Pathogenic|risk_factor	0	0
FMNL2	protective|risk_factor	0	0
FMNL2	risk_factor	0	0
FMNL2	Uncertain_significance	14	0.00315927587154752
FNIP1	Affects	0	0
FNIP1	association	0	0
FNIP1	Benign	11	-1.77584363200627
FNIP1	Benign/Likely_benign	0	0
FNIP1	Benign|drug_response	0	0
FNIP1	Benign|risk_factor	0	0
FNIP1	Conflicting_interpretations_of_pathogenicity	0	0
FNIP1	Conflicting_interpretations_of_pathogenicity|association	0	0
FNIP1	Conflicting_interpretations_of_pathogenicity|risk_factor	0	0
FNIP1	drug_response	0	0
FNIP1	Likely_benign	3	0.00547999876543037
FNIP1	Likely_benign|association	0	0
FNIP1	Likely_pathogenic	0	0
FNIP1	Likely_pathogenic,_low_penetrance	0	0
FNIP1	Likely_risk_allele	0	0
FNIP1	not_provided	1	2.56280432979761e-05
FNIP1	other	0	0
FNIP1	Pathogenic	1	2.56280432979761e-05
FNIP1	Pathogenic/Likely_pathogenic	0	0
FNIP1	Pathogenic/Likely_pathogenic/Likely_risk_allele	0	0
FNIP1	Pathogenic/Likely_risk_allele	0	0
FNIP1	Pathogenic|drug_response	0	0
FNIP1	Pathogenic|other	0	0
FNIP1	Pathogenic|risk_factor	0	0
FNIP1	protective|risk_factor	0	0
FNIP1	risk_factor	0	0
FNIP1	Uncertain_significance	52	0.0114251750133104
FOXI3	Affects	0	0
FOXI3	association	0	0
FOXI3	Benign	1	0.000322452000000029
FOXI3	Benign/Likely_benign	0	0
FOXI3	Benign|drug_response	0	0
FOXI3	Benign|risk_factor	0	0
FOXI3	Conflicting_interpretations_of_pathogenicity	1	0.00136135000000004
FOXI3	Conflicting_interpretations_of_pathogenicity|association	0	0
FOXI3	Conflicting_interpretations_of_pathogenicity|risk_factor	0	0
FOXI3	drug_response	0	0
FOXI3	Likely_benign	3	0.0041994864912418
FOXI3	Likely_benign|association	0	0
FOXI3	Likely_pathogenic	1	6.57402000003859e-06
FOXI3	Likely_pathogenic,_low_penetrance	0	0
FOXI3	Likely_risk_allele	0	0
FOXI3	not_provided	0	0
FOXI3	other	0	0
FOXI3	Pathogenic	0	0
FOXI3	Pathogenic/Likely_pathogenic	0	0
FOXI3	Pathogenic/Likely_pathogenic/Likely_risk_allele	0	0
FOXI3	Pathogenic/Likely_risk_allele	0	0
FOXI3	Pathogenic|drug_response	0	0
FOXI3	Pathogenic|other	0	0
FOXI3	Pathogenic|risk_factor	0	0
FOXI3	protective|risk_factor	0	0
FOXI3	risk_factor	0	0
FOXI3	Uncertain_significance	57	0.00184277631163987
FOXM1	Affects	0	0
FOXM1	association	0	0
FOXM1	Benign	4	0.00116216292358906
FOXM1	Benign/Likely_benign	0	0
FOXM1	Benign|drug_response	0	0
FOXM1	Benign|risk_factor	0	0
FOXM1	Conflicting_interpretations_of_pathogenicity	0	0
FOXM1	Conflicting_interpretations_of_pathogenicity|association	0	0
FOXM1	Conflicting_interpretations_of_pathogenicity|risk_factor	0	0
FOXM1	drug_response	0	0
FOXM1	Likely_benign	3	0.000387101508242393
FOXM1	Likely_benign|association	0	0
FOXM1	Likely_pathogenic	0	0
FOXM1	Likely_pathogenic,_low_penetrance	0	0
FOXM1	Likely_risk_allele	0	0
FOXM1	not_provided	0	0
FOXM1	other	0	0
FOXM1	Pathogenic	0	0
FOXM1	Pathogenic/Likely_pathogenic	0	0
FOXM1	Pathogenic/Likely_pathogenic/Likely_risk_allele	0	0
FOXM1	Pathogenic/Likely_risk_allele	0	0
FOXM1	Pathogenic|drug_response	0	0
FOXM1	Pathogenic|other	0	0
FOXM1	Pathogenic|risk_factor	0	0
FOXM1	protective|risk_factor	0	0
FOXM1	risk_factor	0	0
FOXM1	Uncertain_significance	16	8.30711859322042e-05
FOXN1	Affects	0	0
FOXN1	association	0	0
FOXN1	Benign	4	0.299660158793068
FOXN1	Benign/Likely_benign	1	0.0292602773228683
FOXN1	Benign|drug_response	0	0
FOXN1	Benign|risk_factor	0	0
FOXN1	Conflicting_interpretations_of_pathogenicity	10	0.00815431137601175
FOXN1	Conflicting_interpretations_of_pathogenicity|association	0	0
FOXN1	Conflicting_interpretations_of_pathogenicity|risk_factor	0	0
FOXN1	drug_response	0	0
FOXN1	Likely_benign	5	0.00251236146974798
FOXN1	Likely_benign|association	0	0
FOXN1	Likely_pathogenic	1	6.67381636787479e-06
FOXN1	Likely_pathogenic,_low_penetrance	0	0
FOXN1	Likely_risk_allele	0	0
FOXN1	not_provided	0	0
FOXN1	other	0	0
FOXN1	Pathogenic	2	1.33509197836057e-05
FOXN1	Pathogenic/Likely_pathogenic	1	6.67096593209848e-06
FOXN1	Pathogenic/Likely_pathogenic/Likely_risk_allele	0	0
FOXN1	Pathogenic/Likely_risk_allele	0	0
FOXN1	Pathogenic|drug_response	0	0
FOXN1	Pathogenic|other	0	0
FOXN1	Pathogenic|risk_factor	0	0
FOXN1	protective|risk_factor	0	0
FOXN1	risk_factor	0	0
FOXN1	Uncertain_significance	118	0.00499515747274215
FOXP3	Affects	0	0
FOXP3	association	0	0
FOXP3	Benign	9	2.3396158700395e-06
FOXP3	Benign/Likely_benign	4	9.18633461799434e-06
FOXP3	Benign|drug_response	0	0
FOXP3	Benign|risk_factor	0	0
FOXP3	Conflicting_interpretations_of_pathogenicity	9	1.36120844611565e-05
FOXP3	Conflicting_interpretations_of_pathogenicity|association	0	0
FOXP3	Conflicting_interpretations_of_pathogenicity|risk_factor	0	0
FOXP3	drug_response	0	0
FOXP3	Likely_benign	13	2.85171609726298e-06
FOXP3	Likely_benign|association	0	0
FOXP3	Likely_pathogenic	1	7.37727096078444e-08
FOXP3	Likely_pathogenic,_low_penetrance	0	0
FOXP3	Likely_risk_allele	0	0
FOXP3	not_provided	0	0
FOXP3	other	0	0
FOXP3	Pathogenic	1	1.46850686943978e-07
FOXP3	Pathogenic/Likely_pathogenic	1	7.30315652397451e-08
FOXP3	Pathogenic/Likely_pathogenic/Likely_risk_allele	1	7.30315652397451e-08
FOXP3	Pathogenic/Likely_risk_allele	1	7.30315652397451e-08
FOXP3	Pathogenic|drug_response	0	0
FOXP3	Pathogenic|other	0	0
FOXP3	Pathogenic|risk_factor	0	0
FOXP3	protective|risk_factor	0	0
FOXP3	risk_factor	0	0
FOXP3	Uncertain_significance	22	2.86265226945304e-06
FPR1	Affects	0	0
FPR1	association	0	0
FPR1	Benign	8	0.102232981013305
FPR1	Benign/Likely_benign	0	0
FPR1	Benign|drug_response	0	0
FPR1	Benign|risk_factor	0	0
FPR1	Conflicting_interpretations_of_pathogenicity	1	0.000355806877378129
FPR1	Conflicting_interpretations_of_pathogenicity|association	0	0
FPR1	Conflicting_interpretations_of_pathogenicity|risk_factor	0	0
FPR1	drug_response	0	0
FPR1	Likely_benign	5	0.0257132854765141
FPR1	Likely_benign|association	0	0
FPR1	Likely_pathogenic	0	0
FPR1	Likely_pathogenic,_low_penetrance	0	0
FPR1	Likely_risk_allele	0	0
FPR1	not_provided	0	0
FPR1	other	0	0
FPR1	Pathogenic	0	0
FPR1	Pathogenic/Likely_pathogenic	0	0
FPR1	Pathogenic/Likely_pathogenic/Likely_risk_allele	0	0
FPR1	Pathogenic/Likely_risk_allele	0	0
FPR1	Pathogenic|drug_response	0	0
FPR1	Pathogenic|other	0	0
FPR1	Pathogenic|risk_factor	0	0
FPR1	protective|risk_factor	0	0
FPR1	risk_factor	0	0
FPR1	Uncertain_significance	53	0.0111665510685366
FPR2	Affects	0	0
FPR2	association	0	0
FPR2	Benign	1	2.3121104136492e-05
FPR2	Benign/Likely_benign	0	0
FPR2	Benign|drug_response	0	0
FPR2	Benign|risk_factor	0	0
FPR2	Conflicting_interpretations_of_pathogenicity	0	0
FPR2	Conflicting_interpretations_of_pathogenicity|association	0	0
FPR2	Conflicting_interpretations_of_pathogenicity|risk_factor	0	0
FPR2	drug_response	0	0
FPR2	Likely_benign	0	0
FPR2	Likely_benign|association	0	0
FPR2	Likely_pathogenic	0	0
FPR2	Likely_pathogenic,_low_penetrance	0	0
FPR2	Likely_risk_allele	0	0
FPR2	not_provided	0	0
FPR2	other	0	0
FPR2	Pathogenic	0	0
FPR2	Pathogenic/Likely_pathogenic	0	0
FPR2	Pathogenic/Likely_pathogenic/Likely_risk_allele	0	0
FPR2	Pathogenic/Likely_risk_allele	0	0
FPR2	Pathogenic|drug_response	0	0
FPR2	Pathogenic|other	0	0
FPR2	Pathogenic|risk_factor	0	0
FPR2	protective|risk_factor	0	0
FPR2	risk_factor	0	0
FPR2	Uncertain_significance	7	4.33194671978221e-06
FPR3	Affects	0	0
FPR3	association	0	0
FPR3	Benign	0	0
FPR3	Benign/Likely_benign	0	0
FPR3	Benign|drug_response	0	0
FPR3	Benign|risk_factor	0	0
FPR3	Conflicting_interpretations_of_pathogenicity	0	0
FPR3	Conflicting_interpretations_of_pathogenicity|association	0	0
FPR3	Conflicting_interpretations_of_pathogenicity|risk_factor	0	0
FPR3	drug_response	0	0
FPR3	Likely_benign	1	6.34881192063119e-09
FPR3	Likely_benign|association	0	0
FPR3	Likely_pathogenic	0	0
FPR3	Likely_pathogenic,_low_penetrance	0	0
FPR3	Likely_risk_allele	0	0
FPR3	not_provided	0	0
FPR3	other	0	0
FPR3	Pathogenic	0	0
FPR3	Pathogenic/Likely_pathogenic	0	0
FPR3	Pathogenic/Likely_pathogenic/Likely_risk_allele	0	0
FPR3	Pathogenic/Likely_risk_allele	0	0
FPR3	Pathogenic|drug_response	0	0
FPR3	Pathogenic|other	0	0
FPR3	Pathogenic|risk_factor	0	0
FPR3	protective|risk_factor	0	0
FPR3	risk_factor	0	0
FPR3	Uncertain_significance	6	3.92965728734929e-07
G6PC3	Affects	0	0
G6PC3	association	0	0
G6PC3	Benign	2	0.000604794986712509
G6PC3	Benign/Likely_benign	1	0.000571572294433387
G6PC3	Benign|drug_response	0	0
G6PC3	Benign|risk_factor	0	0
G6PC3	Conflicting_interpretations_of_pathogenicity	6	0.000126027121991834
G6PC3	Conflicting_interpretations_of_pathogenicity|association	0	0
G6PC3	Conflicting_interpretations_of_pathogenicity|risk_factor	0	0
G6PC3	drug_response	0	0
G6PC3	Likely_benign	0	0
G6PC3	Likely_benign|association	0	0
G6PC3	Likely_pathogenic	1	3.86795313445099e-07
G6PC3	Likely_pathogenic,_low_penetrance	0	0
G6PC3	Likely_risk_allele	0	0
G6PC3	not_provided	1	3.86795313445099e-07
G6PC3	other	0	0
G6PC3	Pathogenic	4	5.41521285557511e-06
G6PC3	Pathogenic/Likely_pathogenic	0	0
G6PC3	Pathogenic/Likely_pathogenic/Likely_risk_allele	0	0
G6PC3	Pathogenic/Likely_risk_allele	0	0
G6PC3	Pathogenic|drug_response	0	0
G6PC3	Pathogenic|other	0	0
G6PC3	Pathogenic|risk_factor	0	0
G6PC3	protective|risk_factor	0	0
G6PC3	risk_factor	0	0
G6PC3	Uncertain_significance	49	0.000102313215121552
G6PD	Affects	0	0
G6PD	association	0	0
G6PD	Benign	1	2.35417756111467e-06
G6PD	Benign/Likely_benign	1	0.000205834118351955
G6PD	Benign|drug_response	0	0
G6PD	Benign|risk_factor	0	0
G6PD	Conflicting_interpretations_of_pathogenicity	18	0.0247797918418931
G6PD	Conflicting_interpretations_of_pathogenicity|association	0	0
G6PD	Conflicting_interpretations_of_pathogenicity|risk_factor	0	0
G6PD	drug_response	0	0
G6PD	Likely_benign	4	6.1638578484069e-05
G6PD	Likely_benign|association	0	0
G6PD	Likely_pathogenic	7	1.89785851660851e-05
G6PD	Likely_pathogenic,_low_penetrance	0	0
G6PD	Likely_risk_allele	0	0
G6PD	not_provided	0	0
G6PD	other	0	0
G6PD	Pathogenic	12	0.000312902778598745
G6PD	Pathogenic/Likely_pathogenic	10	0.000413421734251185
G6PD	Pathogenic/Likely_pathogenic/Likely_risk_allele	0	0
G6PD	Pathogenic/Likely_risk_allele	0	0
G6PD	Pathogenic|drug_response	0	0
G6PD	Pathogenic|other	0	0
G6PD	Pathogenic|risk_factor	0	0
G6PD	protective|risk_factor	0	0
G6PD	risk_factor	0	0
G6PD	Uncertain_significance	25	0.000208415248708071
GAD1	Affects	0	0
GAD1	association	0	0
GAD1	Benign	1	0.00346314719098118
GAD1	Benign/Likely_benign	1	3.4060009438952e-05
GAD1	Benign|drug_response	0	0
GAD1	Benign|risk_factor	0	0
GAD1	Conflicting_interpretations_of_pathogenicity	2	7.96796936834987e-05
GAD1	Conflicting_interpretations_of_pathogenicity|association	0	0
GAD1	Conflicting_interpretations_of_pathogenicity|risk_factor	0	0
GAD1	drug_response	0	0
